Subject,Predicate,Object
language extension,fully include,respective major level
language extension,process,conversion
uvl,feature,type string-constraints
arithmetic operation,fully include,!=
predicate,specify dependency base,string attribute
submodel constraint,attaches,arbitrary location feature tree
string constraint,support,operator len
uvl,keyword,namespace alias
uvl,use,import
boolean level cross-tree constraints,support logical operator negation,
group type,fully include,optional
uvlparser,extend,uvl conversion strategy
uvl,provide,conversion strategy level
language level,fully include,arithmetic level
include-keyword,enable,major level core
boolean level cross-tree constraints,fully include,ceilfunction
uvl,provide,default library parse
uvl,support,== operator
uvl,tool support,uvl.js
boolean level cross-tree constraints,support,boolean language level
boolean level cross-tree constraints,fully include,orconstraint
language level,fully include,feature cardinality
numeric-constraints,allow,ceil operation
uvl,develop,community effort
feature tree,support,group
uvl,allow,specification attribute constraint
feature tree,fully include,optional minor feature
type level,enable,number valid configuration
language extension,ensure,tool compatibility
string constraint,be,optional extension arithmetic level
tool-specific data,fully include,layoute information
uvl,development start,2018
type level,test model,string-constraints.uvl
uvl,feature,string feature
arithmetic core,support,!=
boolean level feature,conversion target,arithmetic level
uvl,feature,real feature
arithmetic core,use,<
boolean level cross-tree constraints,define,arbitrary propositional constraint feature
language extension,follow,hierarchy
feature tree,major,reference uvl model
uvl,constraint operator,!=
boolean level cross-tree constraints,allow,ceil operation
uvl,allow,group cardinality
uvl,support,feature attribute
arithmetic.feature-cardinality,extend,arithmetic level
binary expression,support,+
boolean level cross-tree constraints,be,arbitrary propositional constraint feature
include mechanism,allow user specify,support language extension
string constraint,conversion target,type core
uvl,author,david benavides
test_models/type_level/,contain,string-attributes.uvl
boolean level feature,restrict constraint,limited propositional logic
uvl,support,numeric constraints feature attribute
uvl,parse,javascript
uvl language section,fully include,feature tree
uvlparser,extend,uvl core language
uvl,group description mechanism,cardinality
feature,posses,unique name identifier
numeric constraint,involve,numeric feature
boolean level feature,support,variability
uvl,author include,dominik engelhardt
uvl,grammar include,namespace alias
boolean level cross-tree constraints,interact,feature cardinality
group cardinality,use syntax,minmaxsyntax
feature tree,similar,graphical feature-model notations
language level,extend,respective major level
uvl,support,import
boolean level cross-tree constraints,handle,construct specific reasoning engine
language extension,provide,expressive language feature
boolean level feature,consist,base language level
language level,be,optional
uvl,implement,designate mechanism extension
arithmetic operation,support operator,==
uvl,have,boolean major level
uvl,support,string constraint
arithmetic operation,use,smt
boolean level feature,fully include,implication constraint
numeric constraint,apply,numerical feature attribute
boolean level cross-tree constraints,use,aggregate-function minor level
feature tree,support,optional group
type level,support,boolean feature type
boolean level cross-tree constraints,can be,reference
boolean level feature,require process,sit solver reasoning engine
feature tree,have,attached cross-tree constraint
uvl,support,abstract feature
feature tree,define,reference uvl model
boolean level feature,fully include,arithmetic-level
type level,support,ceil operation
arithmetic operation,provide,arithmetic core
language level,consist,minor level type level
boolean level cross-tree constraints,use -order logic current uvl,
language extension,enhance,expressiveness need
exclude relationship,denote,feature incompatibility
feature cardinality,convert,arithmetic core
uvl,arithmetic operator,>
feature tree,be,reference uvl model
boolean level feature,encapsulate,boolean result
boolean level cross-tree constraints,consist,inclusion statement
language extension,fully include,string-constraints
language extension,preferred,community
arithmetic operation,fully include,*
type level,provide,language construct
uvl,keyword,as
uvl,provide,pre-built parsers java
require relationship,be,attached cross-tree constraint
boolean level cross-tree constraints,reside,feature tree
language level,contain,minor level type level
arithmetic operation,enable,arithmetic subtraction
type level,drop,string-constraints conversion
boolean level feature,support,flamapy.ide
language extension,enrich,uvls
language extension,allow,quantifier
boolean level cross-tree constraints,support,low equation
type level,represent,smt
conversion strategy,use,semantically equivalent expression
arithmetic operation,use,numerical feature attribute
string constraint,belong,type level
type level,allow,configuration non-boolean values
include mechanism,ensure,tool compatibility
feature tree,allow,group cardinality
feature tree,support,feature attribute
boolean level cross-tree constraints,reach,3500 evaluated real-world models
attribute aggregate,fully include,avg function
uvl,be,community-driven
feature tree,decompose,sub-models
boolean level cross-tree constraints,consist,implication constraint
predicate,use operator,>
function constraint,fully include,avg function
uvl,integrate,flama
arithmetic operation,consist,base language level
uvl,feature,language-level modularity
arithmetic operation,fully include,comparison equation
uvl,grammar include,group
logical operator,fully include,=>
boolean level feature,be,uvl core language
boolean core,be,level extension
type level,minor level,type numeric-constraints minor level
arithmetic operation,encode,cp instance
arithmetic operation,fully include,arithmetic operator
arithmetic operation,support,term constant
type level,occupie,high position language hierarchy
boolean level feature,be,base language level
uvl,be,textual
type core,conversion target,arithmetic core
boolean level feature,be use by,featureide
boolean level cross-tree constraints,permit,parenthesis operation
language level,consist,minor level feature
boolean level cross-tree constraints,binary expression include,+
type level,minor level,type string-constraints
arithmetic core,support,*
language level,comprise,minor level type level
extension mechanism,receive zero,absolutely vote
feature tree,describe,set feature
arithmetic operation,provide function,sum
uvl,support,support language extension
boolean level cross-tree constraints,fully include,string aggregate function
term,fully include,function
uvl,logical operator,&
uvl,term include,alternative
language level,optionally include,wildcard selection
predicate,specify dependency base,numerical value
language extension,fully include,feature cardinality
type level,introduce,string feature
uvl,feature,conversion
uvl,fully include,aggregate function minor level
conversion strategy,replace,complex construct equivalent expression
boolean level cross-tree constraints,fully include,attribute aggregate
group cardinality,extend,boolean major level
boolean level cross-tree constraints,use,index feature cardinality
type level,support,string attribute
arithmetic operation,consist,minor level type level
arithmetic operation,group,language feature reasoning engine
boolean level feature,group feature,construct specific reasoning engine
boolean level cross-tree constraints,fully include,operator |
uvl,support,type core
type level,enable,include keyword
uvl,core feature include,mandatory
uvl,fully include,optional language level
boolean level cross-tree constraints,utilize,feature attribute
include keyword,enable,minor level wildcard
type level,encapsulate,construct specific reasoning engine
uvl,consist,feature tree
aggregate function,introduce,avg function
arithmetic operation,support,numerical feature attribute
boolean level feature,group type include,mandatory
feature tree,import,subtree
boolean core,exclude,specification attribute constraint
uvl,allow,feature attribute
boolean level cross-tree constraints,represent,conversion target group cardinality
feature tree,be,hierarchically arrange set feature
uvl,publish,splc 2021
boolean level cross-tree constraints,reference,feature unique name
type level,use,boolean domain default
language level,consist,simple core language
arithmetic operation,minor level,group-cardinality
language extension,enable,base language level
feature tree,contain,hierarchical feature
boolean level cross-tree constraints,consist,arbitrary propositional formulae
boolean level feature,fully include,core boolean level
uvl,keyword,import
arithmetic operation,fully include,wildcard selection
boolean level cross-tree constraints,core language,exclude constraint attribute
boolean level cross-tree constraints,fully include,lenfunction
boolean level feature,parse,python-based parser
boolean level cross-tree constraints,explicitly declare,feature attribute
uvl,primary intention,common textual exchange format
feature tree,support,optional minor feature
uvl,fully include,numeric constraint
language level,contain,simple core language
boolean level cross-tree constraints,use,bracket
type level,allow,non-boolean type features
type level,enable,length aggregate function
boolean level cross-tree constraints,allow,feature reference
uvl,fully include,group type
arithmetic operation,fully include,ceil operation
language level,represent,vary relationship type
arithmetic operation,fully include,div
logical operator,fully include,and
type level,convert,arithmetic level
uvl,describe,feature model hierarchy
boolean level cross-tree constraints,drop,conversion string constraint
type level,allow,floorconstraint
feature,have,unique name identifier
uvl,hierarchy specify,indentation block
major level,fully include,boolean result
uvl,be a,community effort
string operation,fully include,comparison string feature
uvl,java parser package,uvl-parser
uvl,integrate,v4rdiac
boolean variable,refer,boolean-attribute key
uvl language section,exclude,specification attribute constraint
boolean level cross-tree constraints,be,optional model section
arithmetic operation,be use by,tool cp solver
language extension,enable,expressiveness need
uvl,allow,abstract feature
feature tree,use,group keyword
feature tree,represent,tree-hierarchy
type level,enable,configuration string input
logical operator,fully include,&
feature tree,consist,real feature
type level,use,include keyword
feature,main element,feature tree
arithmetic level constraint,support,arithmetic operator
arithmetic operation,support,arithmetic multiplication
arithmetic core,use,/
boolean level feature,extend,arithmetic level
arithmetic operation,support,arithmetic subtraction
language extension,simplify,tool-specific data
uvl,structure,type level
boolean level cross-tree constraints,term include,binary expression
boolean level cross-tree constraints,support,-order-logic formulas
numeric constraint,fully include,operator -
arithmetic operation,provide function,floor
type level,introduce domain,real
language extension,be part of,uvl scope
uvl,support,arithmetic core
uvl,major language level,type level
uvl,grammar include,import
boolean level cross-tree constraints,be part of,uvls
numeric constraint,support operator,==
uvl,base lexer grammar file,uvl/uvlparser.g4
feature tree,fully include,root feature
uvl,minor level,feature cardinality
uvl,support type,real
uvl,minor level,attribute aggregate
feature cardinality,be,arithmetic level
arithmetic operation,consist,simple core language
arithmetic operation,aggregate function apply,feature attribute
uvl,support,include-keyword
extension mechanism,attaches,tool-specific data
boolean level feature,be,majorlevel
feature tree,support,optional parent-child relationship
uvl,support,feature cardinality
language extension,fully include,group cardinality
aggregate function,target level,arithmetic core
boolean level cross-tree constraints,predicate use operator,operator
uvl,support,attribute aggregate
include keyword,explicitly declare,support language extension
language extension,enable,include keyword
language extension,store,layoute information
uvl,support operator,&
language extension,categorize,base language level
type level,support,explicit set feature domain
boolean level cross-tree constraints,include -order-logic formulas future,
arithmetic operation,minor level,aggregate-function
extension mechanism,maintain,base language level
uvl,support,operator |
language extension,fully include,quantifier
language extension,encapsulate,construct specific reasoning engine
uvl,aggregate function apply,avg function
boolean core,fully include,feature requirement
feature tree,contain,feature requirement
type level,support,string constraint
feature tree,fully include,group cardinality
aggregate function,fully include,ceil operation
boolean level cross-tree constraints,support,avg function
boolean level cross-tree constraints,fully include,quantifier future version
logical constraint,define,dependencie feature
arithmetic operation,introduce,numeric constraint
logical operator,fully include,implication
compose model constraint,reference feature,alias
uvl,integrate,fm fact level
logical operator,fully include,|
uvl,support operator,==
language level,provide,optional keyword
numeric constraint,fully include,== operator
uvl,provide foundation,building tool
-order-logic formulas,allow,quantifier
feature tree,support,alternative parent-child relationships
logical operator,fully include,<=>
language extension,provide,language-level modularity
uvl,contain,relationship
type level,allow feature,deselecte
boolean level cross-tree constraints,major,reference uvl model
numeric-constraints,allow,floor
arithmetic operation,support operator,<=
boolean level cross-tree constraints,consist,operation
binary expression,support,*
group type,fully include,mandatory
arithmetic operation,support operator,sum
boolean level cross-tree constraints,term include,constant
boolean level cross-tree constraints,use,mul operator
boolean level feature,use,operator &
boolean level cross-tree constraints,define,logical dependency feature
boolean level feature,support,implication
uvl,fully include,optional group
boolean level feature,support,feature requirement
boolean level cross-tree constraints,support,floor function
language extension,enable,tailor language specification
boolean level cross-tree constraints,exclude,specification attribute constraint
uvl,support operator,|
feature tree,contain,group type
boolean level feature,contain,boolean result
predicate,fully include,<
boolean level feature,be use by,flamapy.ide
aggregate function,fully include,average
feature tree,contain,feature unique name
language level,provide,expressiveness need
boolean level feature,support,specification attribute constraint
uvl,support feature domain,string feature
boolean level cross-tree constraints,predicate use operator,<
arithmetic core,be part of,arithmetic level
language extension,support,arithmetic level
type level,support,include string length check
string constraint,support operator,==
cross-tree constraints cloned features,replace occurrence,clone feature
arithmetic operation,enable,division
include mechanism,provide information,language level section
uvl,enable,model decomposition
feature tree,require process,root feature
uvl,tool support,uvlparser
logical operator,fully include,!
uvl,support operator,ceil operation
uvl,allow,language-specific grammar files
boolean level cross-tree constraints,fully include,parenthesisconstraint
uvl,fully include,-order-logic formulas
boolean level cross-tree constraints,fully include,require
test_models/type_level/,contain,string-quotes.uvl
boolean level cross-tree constraints,allow,equality comparison
boolean level feature,provide,language construct
language level,optionally include,minor level type level
boolean level cross-tree constraints,replace,conversion
conversion strategy,translate,high level construct low level
feature tree,support,feature cardinality
arithmetic operation,fully include,great operator
arithmetic operation,support,multiplicative expression
type level,test model,type.uvl
arithmetic operation,be use by,clafer
arithmetic operation,fully include,sum aggregate function
uvl,integrate,variability
uvl,design goal,expressiveness need
uvl,author,josé a. galindo
predicate,use,operator
uvl,integrate,pure::variant
group cardinality,be,minor level boolean level
uvl,be,textual specification feature model
type level,associate test file,string-attributes.uvl
type level,support,sum function numerical feature
uvl,support,group cardinality
uvl,support,arbitrary propositional constraint feature
boolean level cross-tree constraints,impose feature attribute future,
uvl,maintain,uvlhub repository
uvl,use,identifier protect quotation mark ambiguity
string constraint,be,base language level
uvl,support,numeric constraint
boolean level cross-tree constraints,regard,limited propositional logic
boolean level cross-tree constraints,restrict,number valid configuration
uvl,provide foundation,building parser
type level,permit,string attribute
uvl,allow,model decomposition
feature tree,introduce,features_key
uvl cross-tree constraints,support,operator
boolean level cross-tree constraints,mark,constraints keyword header
boolean level feature,support,group
uvl,feature,core boolean level
boolean level feature,analyze,sat solver backend
feature tree,fully include,optional group
arithmetic operation,support operator,-
arithmetic operation,fully include,<=
type string-constraints,allow,len
test_models/type_level/,contain,nested/string-attributes-external.uvl
feature,can have,featurecardinality
language extension,fully include,extension mechanism
uvl,support,composition
feature tree,be,separate tree structure
arithmetic operation,enable,optional keyword
type level,represent,cp problem
boolean level feature,support,logical conjunction
numeric constraint,fully include,operator /
type level,introduce,arbitrary integer value integer feature
uvl,doi,10.1016/j.jss.2024.112326
arithmetic operation,provide,language construct
feature tree,define,feature model hierarchy
arithmetic operation,support term resolve,boolean result
boolean level cross-tree constraints,support,* operator
arithmetic operation,represent,smt
language extension,fully include,-order-logic formulas
uvl,have,antlr-based parser
feature tree,contain,subtree
uvl,allow,feature cardinality
uvl,have,java parser
language extension,know,base language level
boolean level feature,classify,majorlevel
uvl,type domain,string feature
string constraint,be,minor level type level
boolean level feature,support,uvls
feature tree,denote relationship feature group,indentation block
feature tree,be,tree-like structure
uvl,tooling,printer library
boolean level feature,consist,group cardinality
feature tree,support,relationship
feature tree,represent,feature diagram
uvl,identifie constraint block,constraints keyword header
uvl,have,import mechanism
boolean level cross-tree constraints,can be,equality equation
language level,fully include,type level
arithmetic operation,contain,expression feature
feature tree,fully include,feature attribute
boolean level cross-tree constraints,use,sub operator
arithmetic operation,target level,type level conversion
uvl,supports parent-child relationship,or
type level,allow,arbitrary integer value integer feature
language extension,fully include,feature-cardinality minor level
major level,fully include,type
type level,introduce,numeric feature
term,fully include,constant
comparison operator,fully include,great
boolean level feature,fully include,type level
uvl,design goal,human editable
feature tree,represent,set feature
aggregate function,consider attribute value,select feature
type level,convert,boolean major level
arithmetic core,support,<
extension mechanism,allow,storage tool-specific data
language extension,support,wildcard selection
minor level,fully include,feature-cardinality
uvl,arithmetic operator,*
boolean level cross-tree constraints,impose,limitation feature
uvl,enable,explicit declaration level
uvl,constraint operator,<
function constraint,fully include,ceil operation
arithmetic operation,fully include,support aggregate function
uvl,store,separate constraint
uvl,support,operator -
boolean level cross-tree constraints,use,arithmetic operator
arithmetic level model,grow exponentially size,convert boolean level
type level,consist,type core
boolean level cross-tree constraints,support,arithmetic multiplication
boolean level feature,support,fm fact level
aggregate function,fully include,sum
boolean level cross-tree constraints,predicate connect,term
string constraint,be,minor level feature
arithmetic operation,support,v4rdiac
type core,support,string feature
uvl,constraint language,limited propositional logic
language level,use,include keyword
uvl,provide,grammar-based foundation
group cardinality,concern,alternative parent-child relationships
aggregate function,convert,arithmetic core
feature tree,utilize,keywords specify parent-child relationships
boolean level cross-tree constraints,be,exclusion statement
arithmetic operation,fully include,division operator
language-level modularity,be,key feature
uvl,aim,unify language
boolean level feature,influence,valid configuration
type level,contain,type core
featuretype,can be,real
boolean level cross-tree constraints,fully include,floor function
boolean level cross-tree constraints,type level,include string length check
language extension,fully include,extension mechanism arbitrary datum
arithmetic operation,support operator,>=
arithmetic operation,fully include,-
uvl,structure,nest
language extension,utilize,dot notation
logical operator,fully include,logical equivalence
arithmetic operation,fully include,simple core language
uvl,minor level,aggregate-function
uvl,feature,base language level
uvl,support type,boolean result
language extension,enhance,uvl expressiveness
type-level constraints,fully include,comparison string feature
arithmetic operation,fully include,floor
feature tree,contain,thousand feature
arithmetic operation,fully include,type level
uvl,introduce,numeric constraint
uvl,model,uvlhub repository
feature tree,contain,abstract feature
uvl,license,gnu less general public license version 3
boolean level cross-tree constraints,function include,average
uvl,support type,integer
feature tree,have,tree structure
boolean level cross-tree constraints,term include,function
uvl,support,extension mechanism
feature tree,decompose,subpart
uvl,aim,tool interoperability
test_models/type_level/,contain,string-constraints.uvl
uvl,provide,unify language variability modeling
string constraint,introduce,string constraint
boolean level cross-tree constraints,consist,parenthesis operation
uvl,support,type numeric-constraints minor level
uvl,use,ebnf notation
uvl,type level include,type core
boolean level feature,support,logical equivalence
boolean level cross-tree constraints,type level include,comparison string feature
boolean level cross-tree constraints,support,operator >
boolean level cross-tree constraints,combine,boolean result
uvl,block definition,indentation block
feature tree,specify,uvls
language extension,provide information,language level section
group type,fully include,alternative
boolean level cross-tree constraints,appear,listconstraintattribute
feature tree,support,optional relationship
uvl,cardinality notation,b
feature tree,describe,reference
language extension,support,uvlparser
uvl,support,optional keyword
language extension,translate,high level construct low level
boolean level cross-tree constraints,support,comparison equation
uvl,use group type,optional
boolean level cross-tree constraints,fully include,equationconstraint
language level,be,optional extension arithmetic level
string constraint,conversion strategy,drop
uvl,keyword,separate constraint
boolean level cross-tree constraints,contain,multiplicative expression
uvl,logical operator,=>
boolean level cross-tree constraints,support,implication constraint
boolean level cross-tree constraints,stored -line variability languages,
arithmetic operation,support operator,/
string constraint,drop,conversion
uvl language section,fully include,import
uvl,be,concise
attribute aggregate,simplify,specification attribute constraint
feature tree,contain,optional minor feature
feature cardinality,allow,select single feature n m time
uvl,contain,feature tree
uvl,structure,boolean major level
uvl,be use for,knowledge sharing
feature tree,identify,feature keyword
aggregate function,take,numeric feature
boolean level cross-tree constraints,store,-line variability languages
arithmetic operation,be use by,tool smt solver
uvl,major language level,boolean major level
boolean level cross-tree constraints,mark constraints keyword header uvl,
uvl,result,modevar initiative
arithmetic operation,feature cardinality enable select,select feature multiple time
uvl,use,-length keywords
uvl,represent,hierarchy
language extension,facilitate,mapping implementation artifact
feature tree,specifie,hierarchy
