Subject,Predicate,Object
arithmetic level model,term include,floor aggregate function
boolean level,represent,cnf instance
boolean level,classify,majorlevel
cross-tree constraints,combine,boolean
boolean level,support,mandatory feature
arithmetic level model,minor level extension,group-cardinality
cross-tree constraints,predicate use,arithmetic operator
uvl,have,java parser
uvl,integrate,ddueruem
cross-tree constraints,mark,constraints keyword
boolean variable,refer,boolean-attribute key
uvl,contain,cross-tree constraints
feature tree,be,key feature uvl
feature,can have,feature attribute
arithmetic level constraint,support,arithmetic operator
boolean level,enable,optional concept include keyword
uvl,be,unify variability language
language extension,encapsulate,additional language construct
arithmetic level model,term include,aggregate-function
boolean core,extend,type level
extension mechanism,add,sophisticated language property
cross-tree constraints cloned features,replace occurrence,clone feature
boolean level,fully include,cross-tree constraints
arithmetic level model,provide function,floor
type level,provide,additional language construct
uvl,grammar,antlr base parser
uvl,allow,feature attribute
type string-constraints,fully include,string comparison
type level,use,boolean domain default
uvl,support,multiple programming language
group cardinality,extend,core boolean level
uvl,arithmetic level,feature cardinality
arithmetic level model,term include,avg aggregate function
import mechanism,support,feature tree
type string-constraints,allow,floor
string operation,term include,string constraint
exclude relationship,be,cross-tree constraints
uvl,minor level extension,group cardinality
boolean level,support,feature tree
feature tree,denote relationship feature group,indentation
cross-tree constraints,support,arithmetic subtraction
arithmetic level model,provide function,sum function
type level,test model,uvls
feature tree,introduce,features_key
boolean level,fully include,alternative relationship
standard arithmetic operation,term include,<
cross-tree constraints,interact,feature cardinality interaction
cross-tree constraints,term include,conjunction
standard arithmetic operation,term include,-
aggregate function,can take,feature second parameter
comparison operator,term include,lower
logical operator,fully include,|
arithmetic level model,grow exponentially size,boolean major level
arithmetic level model,term include,ceil operation
uvl,support type,boolean
uvl language section,exclude,constraint attribute
uvl,model,uvlhub
