Subject,Predicate,Object
minor level,include,aggregate-function
arithmetic core,support,!=
string operation,include,len
uvl,type level include,string-constraints
uvl core language constraint,limit,propositional logic operator
arithmetic level,include,wildcard symbol
cross-tree constraints,use,div operator
uvl,support,import
uvl,define,antlr4 grammar file
boolean level minor level,include,boolean core level
uvl,use group type,or
type level conversion,enable,aggregate function
uvl,provide foundation,building tool
boolean level minor level,reason,sit solver backend
type core,support,string feature
binary expression,support,-
import feature,reference,namespace
feature,have,unique name identifier
arithmetic level,be use by,tool smt solver
cross-tree constraints,allow,integer literal
comparison operator,include,greater_equal operator
exclude relationship,denote,feature incompatibility
arithmetic level,provide function,ceil
cross-tree constraints,binary expression include,*
uvl,feature,type core
standard arithmetic operation,include,-
propositional logic operator,include,=>
arithmetic level,provide,language construct
type string-constraints,allow,len
uvl,include,import mechanism
language extension,cover,sophisticated expression
boolean level minor level,support,equivalence operator
boolean level minor level,support,ddueruem
cross-tree constraints,use,mul operator
uvl,be,open-source
uvl,author,chico sundermann
language extension,organize,major language level
uvl core language constraint,include,composition feature tree
cross-tree constraints,support,equality equation
feature tree,include,group
type level conversion,introduce,string constraint
cross-tree constraints,allow,great comparison
arithmetic level,support,v4rdiac
cross-tree constraints,define,arbitrary propositional constraint feature
type level conversion,convert,convert boolean level
uvl,provide,conversion strategy level
uvl,have,base grammar ebnf form
cross-tree constraints,use,equivalence operator
boolean level minor level,be,majorlevel
cross-tree constraints,evaluate,boolean value
type level conversion,associate test file,uvl
uvl,support,inclusion feature model
arithmetic core,support,<
feature tree,contain,hierarchical feature
boolean level minor level,group type include,mandatory
uvl,arithmetic operator,*
boolean level minor level,include,group keyword
group type,include,alternative
arithmetic level,include,attribute aggregate minor level
arithmetic level,provide function,sum function
type level conversion,introduce,float feature
uvl,structure,type major level
cross-tree constraints,type level,string length operation
uvl,provide,pre-built parsers java
boolean level minor level,be,different feature type
uvl,arithmetic level,feature cardinality
boolean level minor level,support,mandatory relationship
type level conversion,introduce,numeric operation
uvl,be,unify language variability model
aggregate function,consider attribute value,select feature
cross-tree constraints,include,equationconstraint
cross-tree constraints,support,ceil function
arithmetic level,encode,cp instance
arithmetic level,support,feature cardinality
predicate,use operator,!=
uvl core language constraint,include,cross-tree constraints section
arithmetic level,provide function,len
type level conversion,support,string constraint
cross-tree constraints,handle,construct specific reasoning engine
uvl,contain,composition feature tree
string constraint,be,minor level type level
feature tree,contain,attribute
cross-tree constraints,allow,addition
cross-tree constraints,use,greater_equal operator
cross-tree constraints,define,arithmetic constraint feature
language extension,enhance,expressiveness need
cross-tree constraints,consist,logical constraint
feature tree,require process,exactly root feature
type level conversion,allow,configuration non-boolean values
uvl,stand,uvl
arithmetic level,support,numeric feature
boolean level minor level,group feature,construct specific reasoning engine
feature cardinality,be,arithmetic level
feature tree,use,indentation block
