Subject,Predicate,Object
arithmetic level,enable,optional concept include keyword
arithmetic operator,include,div
uvl,contain,boolean level
uvl,core hierarchy,nest hierarchy
standard arithmetic operation,require,process sit encode
cross-tree constraints,reference,feature attribute
uvl,tooling,build parser
cross-tree constraints,support,avg aggregate function
future language extension,attaches,tool-specific data elements
cross-tree constraints,follow,feature tree section grammar
arithmetic level core,use,/
language level section,provide,additional expressiveness
standard arithmetic operation,include,>
standard arithmetic operation,encapsulate,arithmetic expression feature
attribute aggregate,simplify,numeric constraints feature attribute
uvl,support,default selection
uvl,support,type core
aggregate function,include,floor
uvl,support relationship,alternative
type level,represent,cp problem
boolean core,include,group
attribute aggregate,allow,sumaggregate
uvl,use keyword,feature keyword
language level section,include,wildcard
arithmetic level,support,sum
boolean level,use,pure::variant
feature cardinality,be,arithmetic level
feature cardinality,enable,select feature multiple time
predicate,use,operator
future language extension,provide,string constraint
contextual clone constraint,create,feature cardinality
arithmetic level,support,feature attribute
uvl,availability,open-source
uvl,include,aggregate function
boolean level,consist,core language concept
cross-tree constraints,stored -line variability languages,
valid configuration,satisfy,attach constraint
arithmetic level,feature cardinality enable select,select feature multiple time
type level,support,operator len
conversion strategy,translate,high level construct low level
type level,occupie,high position language hierarchy
arithmetic level,use,great equal operator
uvl,support,cross-tree constraints
propositional logic operator,combine,predicate
future language extension,simplify,tool-specific data elements
uvl,author include,rick rabiser
type level,allow,comparison string feature constraint
uvl,be,open-source
uvl,statement end,line-breaks
feature tree,major,uvl
standard arithmetic operation,support,numeric constant
boolean level,use,sit solver backend
type level,introduce,type feature
uvl,feature,minor language level
test_models/type_level/,contain,nested/string-attributes-external.uvl
future language extension,allow,majorlevel.minorlevel pattern
cross-tree constraints,support function,!
cross-tree constraints,support,conjunction operator
type level,convert,boolean level
group type,include,or
uvl,grammar include,include
numeric constraint,apply,constant
uvl,type minor level,string-constraints
propositional logic operator,include,logical implication
arithmetic level,introduce,constraint
future language extension,enable,tailor language specification
propositional logic operator,include,and
feature tree,be part of,variability
cross-tree constraints,operator,&
cross-tree constraints,include,lenfunction
feature tree,component,uvl
constraint expression,support,parenthesis operation
uvl,enable,decomposition large model
uvl,introduce,real feature domain
propositional logic operator,include,not
string constraint,include,operator len
uvl,arithmetic minor level,aggregate function
type level,test model,string-constraints
arithmetic level,support function,avg
uvl,aggregate function,len
feature tree,include,mandatory feature
uvl,use,context-free grammar specification
boolean level,support,logical implication
type level,extend,arithmetic level
cross-tree constraints,consist,arbitrary propositional formulae
feature tree,import,subtree
language level section,extend,respective major level
future language extension,include,group-cardinality minor level
cross-tree constraints,allow,string comparison
uvl,support type,integer
language level section,encapsulate,specific language construct
cross-tree constraints,consist,inclusion statement
future language extension,be,optional
type level,test model,uvl
propositional logic operator,include,<=>
cross-tree constraints,support,equivalence operator
feature tree,include,group
standard arithmetic operation,support function,-
arithmetic level,support function,<
boolean level,declare,include-keyword level declaration
uvl,constraint operator,<=>
cross-tree constraints,allow,operator len
arithmetic level,enable,optional
numeric-constraints,allow,ceil operation
future extension,include,use quantifier
type level,drop,string-constraints
numeric-constraints,allow,string operation constraint
uvl,integrate,v4rdiac
extension mechanism,attaches,tool-specific data elements
exclude relationship,be,cross-tree constraints
type-level constraints,include,string comparison
uvl,be,common textual exchange format
future language extension,provide,type feature
uvl,full name,uvl
feature tree,include,feature attribute
cross-tree constraints,support,operation
type-level constraints,include,string length operation
cross-tree constraints,support,- operator
boolean level,classify,majorlevel
function constraint,include,len
aggregate function,include,sum
uvl,support,float feature
arithmetic level core,be part of,arithmetic level
uvl,section,language level section
cross-tree constraints,follow,feature tree section model structure
cross-tree constraints,allow,aggregate function
aggregate function,optional second parameter,feature model
cross-tree constraints,handle,smt reasoning engine
numeric operation,include,floor
featuretype,can be,boolean variable
uvl,support,language extension
boolean level,support,fm fact label
type level,enable,aggregate function
language level section,be,uvl
cross-tree constraints,use,arithmetic language level
arithmetic level,support,float literal expression
cross-tree constraints,involve,value attribute
boolean level,encapsulate,boolean feature type
arithmetic level,extend,uvl
future language extension,enhance,uvl expressiveness
boolean level,consist,boolean core
uvl,allow,reference uvl model
cross-tree constraints,define,arithmetic dependency feature
boolean level,include,minor feature
predicate,operator,!=
uvl,contain,real feature
cross-tree constraints,use,aggregate-function
language level section,be,optional
uvl,have,base grammar ebnf form
type level,contain test model,string-attributes-external.uvl
uvl,feature,type numeric-constraints minor level
cross-tree constraints,interact,feature cardinality
uvl,contain,minor language level
aggregate function,consider attribute value,select feature
boolean level,be,language level section
cross-tree constraints,replace,conversion
uvl,major language level,boolean level
uvl,base grammar file,uvl/uvllexer.g4
uvl,section,cross-tree constraints
boolean level,support function,&
uvl,support,composition feature tree
uvl,design goal,exchangeability
uvl,asset,real-world variability models
uvl,group description mechanism,-length keywords
conversion strategy,translate,minor language level
uvl,feature,include
feature tree,be,nest hierarchy
cross-tree constraints,support,constraint
cross-tree constraints,precede,eof
feature tree,use,indentation
arithmetic level,compatible,smt backend
major language level,facilitate,optional extension
arithmetic level,support,aggregate function
cross-tree constraints,support,! operator
arithmetic level,convert,boolean level
uvl,feature,arithmetic core
uvl,have,boolean level
feature tree,separate,cross-tree constraints
uvl,include concept,cross-tree constraints
extension mechanism,allow,arbitrary datum storage
arithmetic level,support function,==
arithmetic level,include,numeric constraints feature attribute
boolean level,encode,sit problem
uvl,core relationship,or
feature tree,allow,submodel attachment
uvl,use keyword,cardinality
string constraint,support function,==
cross-tree constraints,support,sumaggregate
arithmetic level core,use,-
cross-tree constraints,utilize,arbitrary propositional constraint feature
arithmetic operator,include,add
feature tree,describe,block
cross-tree constraints,boolean variable refer,real feature
uvl,integrate,uvl
boolean core,be,conversion target group cardinality
boolean level,support,equivalence
major language level,group feature,require reasoning engine
type level,encapsulate,smt reasoning engine
feature tree,include,root feature
arithmetic level,provide function,ceil operation
uvl,base grammar file,uvlparser library
boolean level,parse,clojure-based parser
arithmetic level core,support,constraint
cross-tree constraints,include,| operator
cross-tree constraints,major,uvl
uvl,feature,integer feature
boolean level,extend,type major level
type level,associate test file,string-constraints
string constraint,belong,type major level
future extension,include,dedicated language configuration
feature tree,decompose,sub-models
uvl,design goal,additional expressiveness
type level,minor level extension,string-constraints
numeric constraint,support function,==
type level,support,integer feature
uvl,transform,pure::variant
boolean level,support function,|
cross-tree constraints,resolve,boolean level
uvl,type minor level,aggregate-function
type level,be a,type major level
uvl,supports parent-child relationship,optional
arithmetic operator,include,==
cross-tree constraints,utilize,feature attribute
arithmetic level,support,term numerical feature attribute variable
major language level,include,arithmetic level
major language level,include,group cardinality
feature tree,utilize,indentation represent relationship
uvl,arithmetic level include,attribute aggregate
type level,use,optional concept include keyword
feature tree,define,parent-children relationships
require relationship,be,cross-tree constraints
cross-tree constraints,contain,additive expression
uvl,support,composition
cross-tree constraints,type minor level,operator len
cross-tree constraints,use,div operator
boolean level,use,featureide
cross-tree constraints,declare,dedicated constraint section
uvl,be,concise
cross-tree constraints,include,exclude
standard arithmetic operation,support function,<
-order-logic formulas,allow,numeric constraints feature attribute
uvl,use,tree-like structure
type level,allow,attribute aggregate
major level,include,boolean variable
type level,test model,string-quotes.uvl
propositional logic operator,combine,boolean variable
cross-tree constraints,support function,&
arithmetic level,support,addition
arithmetic level,support,feature cardinality
arithmetic level,categorize,majorlevel
cross-tree constraints,store separately tree structure uvl,
cross-tree constraints,specify dependency base,string
uvl,support,sum
submodel attachment,use,import mechanism
predicate,include,<=
uvl,represent,nest hierarchy
uvl,support,feature attribute
cross-tree constraints,support,literal reference
arithmetic level,test model directory,test_models/arithmetic_level/
future language extension,allow,vary relationship type
uvl,role travart,pivot language travart
standard arithmetic operation,include,<
boolean level,represent,cnf instance
boolean level,support,mandatory feature
term,include,function
arithmetic level,provide,specific language construct
uvl,section,composition feature tree
standard arithmetic operation,represent,cp problem
cross-tree constraints,consist,parenthesisconstraint
boolean level,analyze,sit solver backend
type level,enable,configuration string input
feature tree,specifie,hierarchy
boolean level,include,group-type
cross-tree constraints,allow,great comparison
boolean level,enable,optional concept include keyword
uvl,core relationship,mandatory
uvl,store,constraint
cross-tree constraints,declare,feature attribute
arithmetic level core,support,!=
standard arithmetic operation,use,tool cp solver
conversion strategy,use,semantically equivalent expression
uvl,feature,boolean core
arithmetic level,include,attribute aggregate
string constraint,introduce,constraint string feature
cross-tree constraints,feature,boolean level
future language extension,provide,expressive language feature
submodel,attaches,arbitrary location feature tree
type core,convert,arithmetic core
cross-tree constraints,support,-order-logic formulas constraints
uvl,contain,cross-tree constraints
boolean level,support,optional relationship
feature cardinality,convert,arithmetic core
featuretype,can be,integer
uvl,support,/ operator
cross-tree constraints,predicate use operator,<=
arithmetic level,aggregate function,feature attribute
feature tree,be,optional model section
uvl,design goal,information hiding
type level,contain,constraint string feature
arithmetic level,enable,constraint
uvl,constraint language,arbitrary propositional constraint feature
boolean level,support,feature attribute
feature,can have,feature attribute
uvl,support,string
minor level,include,string-constraints
uvl,include,alternative group type
uvl,describe,nest hierarchy
group type,include,alternative
type level,have,hierarchy
major language level,consist,minor level
string operation,include,comparison string feature constraint
feature tree,use,cross-tree constraints
cross-tree constraints,consist,equation
binary expression,support,*
cross-tree constraints,store feature tree block,
aggregate function,introduce,sum
arithmetic level,support function,*
boolean level,logical operator include,=>
arithmetic level core,support,*
arithmetic level,group,language feature reasoning engine
uvl language section,include,cross-tree constraints
cross-tree constraints,use,mul operator
include mechanism,allow user specify,language extension
boolean level,test model,test_models/boolean_level/
cross-tree constraints,be,core language concept
numeric operation,include,ceil operation
major language level,include,type major level
feature tree,visualize,feature diagram
uvl,support,parent-children relationships
boolean level,contain,boolean feature type
feature tree,component,variability
cross-tree constraints,core language,exclude constraint attribute
uvl,support feature domain,real
uvl,purpose,unify language variability model
future language extension,reside,language level section
type level,enable,optional
type level,introduce domain,real
type level,include,type core
aggregate function,include,len
type level,support,avg
future language extension,include,arithmetic level
future language extension,include,group cardinality
uvl,be,textual notation variability model
arithmetic level,apply operator,numeric attribute
uvl,grammar include,constraint
numeric constraint,support function,*
future language extension,categorize,minor language level
uvl,operator,*
language level section,be,optional extension
arithmetic level,include,feature-cardinality minor level
arithmetic level,support function,len
uvl,support,operator len
uvl,aim,tool interoperability
uvl,be,textual
cross-tree constraints,include,equivalence constraint
future language extension,provide,constraint
boolean level,enable,optional
feature tree,allow,group cardinality
arithmetic level,support,uvl
uvl,group description mechanism,cardinality
uvl,support relationship,mandatory
cross-tree constraints,include,reference variable
arithmetic operator,include,sub
uvl,include,arbitrary propositional constraint feature
language level section,represent,vary relationship type
type level,associate test file,string-quotes.uvl
cross-tree constraints,operator,<=>
uvl,model,uvlhub repository
uvl,design goal,suitable teaching
uvl,allow,decomposition large model
arithmetic level,feature cardinality use syntax,minmax
arithmetic level,be,language level section
uvl,block definition,indentation
numeric-constraints,be,minor level
uvl,use,sparse format
group type,include,cardinality
conversion strategy,translate,language extension
type level,be,extension
uvl,type domain,string
feature tree,locate,cross-tree constraints
uvl,author include,chico sundermann
uvl,include,numeric constraints feature attribute
major language level,include,feature cardinality
feature tree,represent,hierarchical structure variability model
arithmetic level,support,additive expression
numeric-constraints,allow,floor
include-keyword,enable,minor level
cross-tree constraints,include,constraint string feature
standard arithmetic operation,use,tool smt solver
cross-tree constraints,support,floorfunction
uvl,use,educational instruction
arithmetic level,apply operator,constant
uvl,contain,composition feature tree
boolean level,logical operator include,!
uvl,core include,optional relationship
boolean level,encapsulate,specific language construct
cross-tree constraints,contain,constraint
boolean level,use,flamapy.ide
-order-logic formulas,allow,use quantifier
boolean level,support,variability
uvl,include,import mechanism
arithmetic operator,include,mul
feature tree,contain,feature cardinality
uvl,core relationship,alternative
boolean level,group feature,smt reasoning engine
uvl,use,include keyword
feature tree,decompose,submodel
string constraint,cross-tree constraints limited,string input feature
include mechanism,provide information,language level section
uvl,allow,language-specific grammar files
uvl,use,nest hierarchy
cross-tree constraints,predicate connect,term
type level,test model,test_models/type_level/ directory
type level,support,string attribute
uvl,type minor level,group-cardinality
feature tree,contain,feature arbitrary number group
boolean level,include,group keyword
future language extension,preserve,core language concept
include keyword,enable,minor level selection wildcard
future language extension,include,constraint string feature
standard arithmetic operation,include,!=
uvl,operator,=>
future language extension,allow,attach datum element
arithmetic level,include,arithmetic operator
uvl language section,include,composition feature tree
string constraint,be,minor feature
uvl,author include,dominik engelhardt
arithmetic level,include,lower_equal operator
type level,allow,features non-boolean types
uvl,be,extensible
group cardinality,enable,select n m feature group
uvl,defines group type,alternative
future language extension,include,aggregate function
uvl,minor level extension,feature cardinality
uvl,provide,conversion strategy level
type level,associate directory,type_level/
boolean level,support,namespace alias
cross-tree constraints,store,-line declarations features
uvl,provide,pre-built parsers python
uvl,include,constraint
uvl,use,namespace alias
feature tree,be,hierarchically arrange set feature
uvl,grammar include,namespace alias
future language extension,include,type major level
uvl,specification target,feature model
string constraint,drop,conversion
uvl,originate,modevar initiative
feature tree,support,group
arithmetic level,support,avg
tool-specific data,include,layoute information
cross-tree constraints,support function,<=> iff
cross-tree constraints,can be,reference
boolean level,support function,<=>
numeric constraint,include,== operator
uvl,maintain,consortium institution
cross-tree constraints,support,logical disjunction
feature,can have,featurecardinality
cross-tree constraints,can be,equation
arithmetic level,provide,arithmetic core
uvl,aggregate function,ceil operation
uvl,implement,generic extension mechanism
feature tree,be part of,feature model
type level,enable,number valid configuration
boolean level,include,alternative relationship
uvl,supports parent-child relationship,or
type level,allow,lenconstraint
standard arithmetic operation,group construct,smt reasoning engine
feature attribute,enable,variety extension
standard arithmetic operation,include,*
arithmetic level,use,smt reasoning engine
minor level,include,feature-cardinality
arithmetic level core,support,-
feature tree,support,alternative relationship
boolean level,incorporate,uvl language core
type-level constraints,support,operator len
uvl,integrate,flama
cross-tree constraints,limit,propositional logic current uvl
standard arithmetic operation,support function,>
minor level,be,optional extension
future language extension,be,optional model section
uvl,support,operator +
feature tree,define,uvl
future language extension,enable,language level section
cross-tree constraints,arithmetic level include,numeric constraints feature attribute
future language extension,add,complex construct equivalent expression
arithmetic level,provide function,floor
